"probe_id","symbol"
"254295_at","PHYHD1"
"254359_at","ZDHHC24"
"254394_at","MCM9"
"254427_at","PROSER2"
"254428_at","SLC41A1"
"254439_at","C11orf86"
"254528_at","MEIOB"
"254531_at","LPCAT4"
"254552_at","NUDT8"
"254773_at","LYG2"
"254778_at","VXN"
"254783_at","OR6C74"
"254786_at","OR6C3"
"254827_at","NAALADL2"
"254863_at","TMEM256"
"254879_at","OR2T6"
"254887_at","ZDHHC23"
"254896_at","LOC254896"
"254910_at","LCE5A"
"254950_at","KRTAP15-1"
"254956_at","MORN5"
"254973_at","OR1L4"
"255022_at","CALHM1"
"255027_at","MPV17L"
"255043_at","TMEM86B"
"255057_at","CBARP"
"255061_at","TAC4"
"255082_at","CASC2"
"255101_at","CFAP65"
"255104_at","TMCO4"
"255119_at","CFAP299"
"255180_at","GOLGA2P11"
"255189_at","PLA2G4F"
"255193_at","CSNK1G2-AS1"
"255220_at","TXNDC8"
"255231_at","MCOLN2"
"255239_at","ANKK1"
"255252_at","LRRC57"
"255275_at","MYADML2"
"255324_at_AB_1:44;56:75","EPGN"
"255324_at_AB_45:55","EPGN"
"255330_at","NUP210P1"
"255349_at","LHFPL7"
"255374_at","MBLAC1"
"255394_at","TCP11L2"
"255403_at","ZNF718"
"255426_at","RASGEF1C"
"255488_at","RNF144B"
"255520_at","ELMOD2"
"255626_at","H2BC1"
"255631_at","COL24A1"
"255725_at","OR52B2"
"255738_at","PCSK9"
"255743_at_AB_1:11","NPNT"
"255743_at_AB_12:22","NPNT"
"255758_at","DYNLT2B"
"255762_at","PDZD9"
"255783_at","INAFM1"
"255798_at","SMCO1"
"255809_at","C19orf38"
"255877_at","BCL6B"
"255919_at_AB_8:17","CNEP1R1"
"255919_at_AB_1:7","CNEP1R1"
"255928_at","SYT14"
"255967_at_AB_1:11","PAN3"
"255967_at_AB_20:30","PAN3"
"255967_at_AB_12:19","PAN3"
"256051_at","ZNF549"
"256076_at","COL6A5"
"256126_at","SYCE2"
"256130_at","TMEM196"
"256144_at","OR4C3"
"256148_at","OR4S1"
"256227_at","STEAP1B"
"256236_at_AB_6:11","NAPSB"
"256236_at_AB_1:5","NAPSB"
"256281_at","NUDT14"
"256297_at","PTF1A"
"256302_at","NATD1"
"256309_at","CCDC110"
"256329_at","LMNTD2"
"256355_at","RPS2P32"
"256356_at_AB_1:8","GK5"
"256356_at_AB_9:19","GK5"
"256364_at","EML3"
"256380_at","SCML4"
"256394_at","SERPINA11"
"256435_at","ST6GALNAC3"
"256471_at_AB_1:31","MFSD8"
"256471_at_AB_32:42","MFSD8"
"256472_at","TMEM151A"
"256536_at","TCERG1L"
"256586_at","LYSMD2"
"256643_at","BCLAF3"
"256646_at","NUTM1"
"256691_at","MAMDC2"
"256710_at","GLIPR1L1"
"256714_at","MAP7D2"
"256764_at","WDR72"
"256815_at","C10orf67"
"256892_at","OR51F1"
"256933_at","NPB"
"256949_at","KANK3"
"256957_at","HEATR9"
"256979_at","SUN3"
"256987_at","SERINC5"
"257019_at","FRMD3"
"257044_at","CATSPERE"
"257062_at","CATSPERD"
"257068_at","PLCXD2"
"257101_at","ZNF683"
"257106_at","ARHGAP30"
"257144_at","GCSAM"
"257160_at","RNF214"
"257169_at","C9orf43"
"257177_at","CFAP126"
"257194_at","NEGR1"
"257202_at","GPX6"
"257203_at","DSCR9"
"257218_at","SHPRH"
"257236_at","CFAP184"
"257240_at","KLHL34"
"257313_at","UTS2B"
"257364_at","SNX33"
"257397_at_AB_1:33","TAB3"
"257397_at_AB_34:55","TAB3"
"257407_at","C2orf72"
"257629_at","ANKS4B"
"258010_at","SVIP"
"259173_at_AB_11:26","ALS2CL"
"259173_at_AB_1:10","ALS2CL"
"259197_at","NCR3"
"259215_at","LY6G6F"
"259217_at","HSPA12A"
"259230_at","SGMS1"
"259232_at","NALCN"
"259234_at","DSCR10"
"259236_at","TMIE"
"259239_at","WFDC11"
"259240_at","WFDC9"
"259249_at","MRGPRX1"
"259266_at","ASPM"
"259282_at","BOD1L1"
"259285_at","TAS2R39"
"259286_at","TAS2R40"
"259287_at","TAS2R41"
"259289_at","TAS2R43"
"259290_at","TAS2R31"
"259292_at","TAS2R46"
"259293_at","TAS2R30"
"259294_at","TAS2R19"
"259295_at","TAS2R20"
"259296_at","TAS2R50"
"259307_at","IL4I1"
"259308_at","SPATA31F1"
"260293_at","CYP4X1"
"260294_at","NSUN5P2"
"260341_at","TFAMP1"
"260425_at","MAGI3"
"260429_at","PRSS33"
"260434_at","PYDC1"
"260436_at","FDCSP"
"261726_at","TIPRL"
"261729_at","STEAP2"
"261734_at","NPHP4"
"266553_at","OFCC1"
"266629_at","SEC14L3"
"266675_at","BEST4"
"266722_at","HS6ST3"
"266727_at","MDGA1"
"266743_at","NPAS4"
"266747_at","RGL4"
"266812_at","NAP1L5"
"266977_at","ADGRF1"
"267002_at","PGBD2"
"267012_at","DAOA"
"267020_at","ATP5MGL"
"280636_at","SELENOH"
"280657_at","SSX6P"
"280664_at","WFDC10B"
"282618_at","IFNL1"
"282679_at","AQP11"
"282706_at","DAOA-AS1"
"282763_at","OR51B5"
"282770_at","OR10AG1"
"282775_at","OR5J2"
"282809_at","POC1B"
"282890_at","ZNF311"
"282966_at","C10orf53"
"282969_at","FUOM"
"282973_at","JAKMIP3"
"282974_at","STK32C"
"282991_at","BLOC1S2"
"282996_at","RBM20"
"283078_at","MKX"
"283092_at","OR4C13"
"283093_at","OR4C12"
"283111_at","OR51V1"
"283129_at","MAJIN"
"283130_at","SLC25A45"
"283131_at","NEAT1"
"283149_at","BCL9L"
"283150_at","FOXR1"
"283152_at","DRC12"
"283159_at","OR8D1"
"283160_at","OR8D2"
"283162_at","OR8B4"
"283165_at","KIRREL3-AS3"
"283189_at","OR9G4"
"283208_at","P4HA3"
"283209_at","PGM2L1"
"283212_at","KLHL35"
"283219_at","KCTD21"
"283229_at_AB_7:17","CRACR2B"
"283229_at_AB_1:6","CRACR2B"
"283232_at_AB_1:19","TMEM80"
"283232_at_AB_20:28","TMEM80"
"283234_at","CCDC88B"
"283237_at","TTC9C"
"283238_at","SLC22A24"
"283248_at","RCOR2"
"283254_at","HARBI1"
"283284_at","IGSF22"
"283297_at","OR10A4"
"283298_at","OLFML1"
"283314_at","C1RL-AS1"
"283316_at","CD163L1"
"283337_at","ZNF740"
"283345_at","RPL13P5"
"283349_at","RASSF3"
"283358_at","B4GALNT3"
"283365_at","OR6C6"
"283373_at","ANKRD52"
"283375_at","SLC39A5"
"283377_at","SPRYD4"
"283383_at_AB_10:20","ADGRD1"
"283383_at_AB_1:9","ADGRD1"
"283385_at","MORN3"
"283416_at","LINC01465"
"283417_at","DPY19L2"
"283420_at","CLEC9A"
"283422_at","LINC01559"
"283431_at","GAS2L3"
"283446_at","MYO1H"
"283450_at","HECTD4"
"283455_at","KSR2"
"283459_at","GATC"
"283461_at","REDIC1"
"283464_at_AB_12:33","GXYLT1"
"283464_at_AB_1:11","GXYLT1"
"283471_at","TMPRSS12"
"283487_at","PRECSIT"
"283489_at","CHAMP1"
"283514_at","SIAH3"
"283518_at","KCNRG"
"283537_at","SLC46A3"
"283551_at","LINC01588"
"283554_at","GPR137C"
"283571_at","PROX2"
"283576_at","ZDHHC22"
"283578_at","TMED8"
"283579_at","SLIRP-OT1"
"283598_at","LINC02914"
"283600_at","SLC25A47"
"283629_at","TSSK4"
"283635_at_AB_1:7","FAM177A1"
"283635_at_AB_8:18","FAM177A1"
"283638_at","CEP170B"
"283643_at","TEDC1"
"283651_at","HMGN2P46"
"283652_at","SLC24A5"
"283659_at","PRTG"
"283673_at","EWSAT1"
"283677_at","REC114"
"283687_at","ST20-AS1"
"283726_at","SAXO2"
"283742_at_AB_1:10","FAM98B"
"283742_at_AB_11:29","FAM98B"
"283748_at","PLA2G4D"
"283777_at","FAM169BP"
"283807_at","FBXL22"
"283847_at","TERB1"
"283848_at","CES4A"
"283849_at","EXOC3L1"
"283867_at","LINC00922"
"283869_at","NPW"
"283870_at","BRICD5"
"283871_at","PGP"
"283897_at","C16orf54"
"283899_at","INO80E"
"283902_at","HCCAT5"
"283927_at","NUDT7"
"283933_at","ZNF843"
"283948_at","NHLRC4"
"283951_at","UQCC4"
"283953_at","TMEM114"
"283985_at","FADS6"
"283987_at","HID1"
"283989_at","TSEN54"
"283991_at","UBALD2"
"283999_at","TMEM235"
"284001_at","CCDC57"
"284004_at","HEXD"
"284009_at","LOC284009"
"284013_at","VMO1"
"284018_at","C17orf58"
"284021_at","MILR1"
"284058_at_AB_12:33","KANSL1"
"284058_at_AB_1:11","KANSL1"
"284067_at","CFAP97D1"
"284069_at","FAM171A2"
"284071_at","MEIOC"
"284076_at","TTLL6"
"284085_at","KRT18P55"
"284086_at","NEK8"
"284098_at","PIGW"
"284099_at","C17orf78"
"284100_at","YWHAEP7"
"284106_at","CISD3"
"284110_at","GSDMA"
"284111_at","SLC13A5"
"284114_at","TMEM102"
"284119_at","CAVIN1"
"284123_at","FAM27E5"
"284129_at","SLC26A11"
"284131_at_AB_1:9","ENDOV"
"284131_at_AB_10:20","ENDOV"
"284161_at","GDPD1"
"284167_at","POLRMTP1"
"284184_at","NDUFAF8"
"284185_at","LINC00482"
"284186_at","TMEM105"
"284207_at","METRNL"
"284217_at","LAMA1"
"284252_at","KCTD1"
"284254_at","DYNAP"
"284257_at","BOD1L2"
"284266_at","SIGLEC15"
"284273_at_AB_41:62","PTGR3"
"284273_at_AB_1:40","PTGR3"
"284274_at","SMIM21"
"284293_at","HMSD"
"284297_at","SSC5D"
"284306_at","ZNF547"
"284307_at","ZIK1"
"284309_at","ZNF776"
"284312_at","ZSCAN1"
"284323_at_AB_7:24","ZNF780A"
"284323_at_AB_1:6;25:45","ZNF780A"
"284325_at","ACTMAP"
"284338_at","PRR19"
"284339_at","TMEM145"
"284340_at","CXCL17"
"284346_at","ZNF575"
"284348_at","LYPD5"
"284349_at","ZNF283"
"284353_at","NKPD1"
"284355_at","TPRX1"
"284358_at","MAMSTR"
"284359_at","IZUMO1"
"284361_at","EMC10"
"284365_at","TMEM277P"
"284366_at","KLK9"
"284367_at","SIGLEC17P"
"284369_at","SIGLECL1"
"284370_at","ZNF615"
"284371_at","ZNF841"
"284382_at","ACTL9"
"284383_at","OR2Z1"
"284390_at","ZNF763"
"284391_at","ZNF844"
"284402_at","SCGB2B2"
"284403_at","WDR62"
"284406_at","ZFP82"
"284415_at","VSTM1"
"284417_at","TMEM150B"
"284418_at","GARIN5B"
"284422_at","SMIM24"
"284424_at","MIR7-3HG"
"284427_at","SLC25A41"
"284428_at","MBD3L5"
"284433_at","OR10H5"
"284434_at","NWD1"
"284439_at","SLC25A42"
"284440_at","LINC00663"
"284443_at_AB_11:19","ZNF493"
"284443_at_AB_1:10","ZNF493"
"284451_at","CIMAP1D"
"284459_at","ZNF875"
"284467_at","TAFA3"
"284485_at","RIIAD1"
"284486_at","THEM5"
"284521_at","OR2L13"
"284525_at","SLC9C2"
"284532_at","OR14A16"
"284541_at","CYP4A22"
"284546_at","C1orf185"
"284573_at","LINC00303"
"284611_at","EEIG2"
"284612_at","SYPL2"
"284613_at_AB_15:25","CYB561D1"
"284613_at_AB_1:14","CYB561D1"
"284615_at","ANKRD34A"
"284618_at","RUSC1-AS1"
"284654_at","RSPO1"
"284656_at","EPHA10"
"284677_at","SNHG28"
"284680_at","SPATA46"
"284695_at","ZNF326"
"284697_at","BTBD8"
"284716_at","RIMKLA"
"284723_at","SLC25A34"
"284739_at","C20orf204"
"284749_at","LINC00494"
"284751_at","LINC01270"
"284756_at","LINC02910"
"284759_at","SIRPB2"
"284827_at","KRTAP13-4"
"284835_at","LINC00323"
"284889_at","MIF-AS1"
"284904_at_AB_1:10","SEC14L4"
"284904_at_AB_11:21","SEC14L4"
"284948_at","SH2D6"
"284992_at","CCDC150"
"284996_at","RNF149"
"285016_at","ALKAL2"
"285033_at","STARD7-AS1"
"285051_at","STPG4"
"285093_at","RTP5"
"285126_at","DNAJC5G"
"285141_at","ERICH2"
"285148_at","IAH1"
"285150_at","FLJ33534"
"285172_at","HYCC2"
"285175_at","UNC80"
"285180_at","RUFY4"
"285190_at","RGPD4"
"285193_at","DUSP28"
"285195_at","SLC9A9"
"285203_at_AB_1:10","EOGT"
"285203_at_AB_11:21","EOGT"
"285220_at","EPHA6"
"285231_at","FBXW12"
"285237_at","C3orf38"
"285242_at","HTR3E"
"285267_at","ZNF619"
"285268_at_AB_23:33","ZNF621"
"285268_at_AB_1:22","ZNF621"
"285282_at_AB_21:31","RABL3"
"285282_at_AB_1:20","RABL3"
"285311_at","PRR23E"
"285313_at","IGSF10"
"285315_at","C3orf33"
"285331_at","CCDC66"
"285335_at","SLC9C1"
"285343_at_AB_1:11","TCAIM"
"285343_at_AB_12:44","TCAIM"
"285346_at","ZNF852"
"285349_at","ZNF660"
"285362_at_AB_20:30","SUMF1"
"285362_at_AB_1:19","SUMF1"
"285367_at","RPUSD3"
"285368_at","PRRT3"
"285381_at_AB_16:26","DPH3"
"285381_at_AB_1:15","DPH3"
"285382_at","C3orf70"
"285386_at_AB_1:9","TPRG1"
"285386_at_AB_10:20","TPRG1"
"285429_at","DCAF4L1"
"285440_at_AB_12:22","CYP4V2"
"285440_at_AB_1:11","CYP4V2"
"285456_at","RPL34-DT"
"285489_at","DOK7"
"285498_at","RNF212"
"285501_at","LINC01098"
"285513_at","GPRIN3"
"285521_at","COX18"
"285525_at","YIPF7"
"285527_at","FRYL"
"285533_at","RNF175"
"285550_at","FAM200B"
"285555_at","STPG2"
"285590_at","SH3PXD2B"
"285598_at","ARL10"
"285600_at","KIAA0825"
"285601_at","GPR150"
"285605_at","DTWD2"
"285613_at","RELL2"
"285636_at_AB_1:11","RIMOC1"
"285636_at_AB_12:22","RIMOC1"
"285641_at","SLC36A3"
"285659_at","OR2V2"
"285668_at","LINC03122"
"285671_at","RNF180"
"285672_at","SREK1IP1"
"285676_at","ZNF454"
"285679_at","SPATA31J1"
"285696_at","BASP1-AS1"
"285704_at_AB_12:22","RGMB"
"285704_at_AB_1:11","RGMB"
"285753_at","CEP57L1"
"285755_at","PPIL6"
"285759_at","LINC02880"
"285761_at","DCBLD1"
"285782_at","CAGE1"
"285800_at","PRR18"
"285848_at","PNPLA1"
"285852_at","TREML4"
"285855_at","RPL7L1"
"285877_at","POM121L12"
"285888_at","CNPY1"
"285941_at","LINC02860"
"285971_at","ZNF775"
"285973_at","ATG9B"
"285989_at","ZNF789"
"286006_at","LSMEM1"
"286042_at","FAM86B3P"
"286043_at","MRPS18CP2"
"286046_at","XKR6"
"286053_at","NSMCE2"
"286075_at","ZNF707"
"286077_at","FAM83H"
"286097_at","MICU3"
"286101_at","ZNF252P"
"286122_at","LY6S-AS1"
"286128_at","ZFP41"
"286133_at_AB_1:9","SCARA5"
"286133_at_AB_10:30","SCARA5"
"286144_at","TRIQK"
"286148_at","DPY19L4"
"286151_at","FBXO43"
"286183_at","NKAIN3"
"286187_at","PPP1R42"
"286204_at","CRB2"
"286205_at_AB_11:32","SCAI"
"286205_at_AB_1:10","SCAI"
"286207_at","CFAP157"
"286234_at","SPATA31E1"
"286238_at","LINC02843"
"286256_at","LCN12"
"286257_at","PAXX"
"286262_at","TPRN"
"286319_at","TUSC1"
"286336_at","FAM78A"
"286343_at","LURAP1L"
"286362_at","OR13C9"
"286365_at","OR13D1"
"286410_at","ATP11C"
"286411_at","LINC00632"
"286451_at","YIPF6"
"286464_at","CFAP47"
"286495_at","TTC3P1"
"286499_at","FAM133A"
"286514_at","MAGEB18"
"286530_at","P2RY8"
"286554_at","BCORP1"
"286676_at","ILDR1"
"286753_at","TRARG1"
"286826_at","LIN9"
"286827_at_AB_1:11","TRIM59"
"286827_at_AB_12:22","TRIM59"
"286828_at","CSN1S2AP"
"286887_at","KRT6C"
"287015_at","TRIM42"
"317649_at","EIF4E3"
"317662_at","FAM149B1"
"317671_at","RFESD"
"317701_at","VN1R2"
"317705_at","VN1R5"
"317716_at","BPIFA4P"
"317719_at","KLHL10"
"317751_at","MESTIT1"
"317753_at","PSMD12P1"
"317761_at","C14orf39"
"317762_at","CCDC85C"
"317772_at","H2AC21"
"317781_at","DDX51"
"319089_at","TTC6"
"319100_at","TAAR6"
"319101_at","KRT73"
"319103_at","SNORD8"
"319115_at","EIF2S2P1"
"326105_at","UBE2CP1"
"326276_at","SF3B4P1"
"326340_at","ZAR1"
"326624_at","RAB37"
"326625_at_AB_1:10","MMAB"
"326625_at_AB_11:43","MMAB"
"327657_at","SERPINA9"
"333926_at","PPM1J"
"333929_at","SNAI3"
"337867_at_AB_1:26","UBAC2"
"337867_at_AB_27:53","UBAC2"
"337876_at","CHSY3"
"337878_at","KRTAP7-1"
"337879_at","KRTAP8-1"
"337880_at","KRTAP11-1"
"337882_at","KRTAP19-1"
"337959_at","KRTAP13-2"
"337960_at","KRTAP13-3"
"337963_at","KRTAP23-1"
"337966_at","KRTAP6-1"
"337967_at","KRTAP6-2"
"337968_at","KRTAP6-3"
"337969_at","KRTAP19-2"
"337970_at","KRTAP19-3"
"337971_at","KRTAP19-4"
"337972_at","KRTAP19-5"
"337973_at","KRTAP19-6"
"337974_at","KRTAP19-7"
"337975_at","KRTAP20-1"
"337976_at","KRTAP20-2"
"337978_at","KRTAP21-2"
"337979_at","KRTAP22-1"
"337985_at","KRTAP20-3"
"338094_at","FAM151A"
"338321_at","NLRP9"
"338322_at","NLRP10"
"338323_at","NLRP14"
"338324_at_AB_1:11","S100A7A"
"338324_at_AB_12:17","S100A7A"
"338328_at","GPIHBP1"
"338339_at","CLEC4D"
"338376_at","IFNE"
"338382_at_AB_11:21","RAB7B"
"338382_at_AB_1:10","RAB7B"
"338398_at","TAS2R60"
"338440_at","ANO9"
"338557_at","FFAR4"
"338567_at","KCNK18"
"338579_at","ANKRD30BP3"
"338596_at","ST8SIA6"
"338599_at","DUSP29"
"338645_at","LUZP2"
"338657_at","CENATAC"
"338661_at","TMEM225"
"338662_at","OR8D4"
"338674_at","OR5F1"
"338675_at","OR5AP2"
"338692_at","ANKRD13D"
"338699_at","ANKRD42"
"338707_at","B4GALNT4"
"338751_at","OR52L1"
"338755_at","OR2AG2"
"338761_at","C1QL4"
"338773_at","TMEM119"
"338785_at","KRT79"
"338797_at","LINC02370"
"338811_at","TAFA2"
"338821_at","SLCO1B7"
"338872_at","C1QTNF9"
"338879_at","RNASE10"
"338917_at","VSX2"
"338949_at","TMEM202"
"339005_at","WHAMMP3"
"339059_at","PIEZO1-AS1"
"339105_at","PRSS53"
"339123_at","JMJD8"
"339145_at","CIBAR2"
"339168_at","TMEM95"
"339175_at","METTL2A"
"339201_at","ASB16-AS1"
"339210_at","C17orf67"
"339221_at","ENPP7"
"339229_at","OXLD1"
"339230_at","CCDC137"
"339231_at","ARL16"
"339263_at","LINC02693"
"339287_at_AB_3:18","MSL1"
"339287_at_AB_1:2;19:48","MSL1"
"339291_at","LRRC30"
"339302_at","CPLX4"
"339318_at","ZNF181"
"339324_at_AB_1:22","ZNF260"
"339324_at_AB_23:33","ZNF260"
"339327_at","ZNF546"
"339344_at","MYPOP"
"339345_at","NANOS2"
"339366_at","ADAMTSL5"
"339390_at","CLEC4G"
"339398_at","LINGO4"
"339403_at","RXFP4"
"339416_at","ANKRD45"
"339448_at","C1orf174"
"339451_at","KLHL17"
"339453_at","TMEM240"
"339456_at","TMEM52"
"339479_at","BRINP3"
"339487_at","ZBTB8OS"
"339488_at","TFAP2E"
"339500_at","ZNF678"
"339501_at","PRSS38"
"339512_at","CCDC190"
"339521_at","CCNQP1"
"339541_at","ARMH1"
"339559_at","ZFP69"
"339665_at","SLC35E4"
"339669_at","CIMIP4"
"339745_at","SPOPL"
"339761_at","CYP27C1"
"339768_at","ESPNL"
"339778_at","CIMIP2C"
"339779_at","PRR30"
"339803_at","C2orf74-DT"
"339804_at","C2orf74"
"339829_at","CCDC39"
"339834_at","IHO1"
"339855_at","KY"
"339883_at","APRG1"
"339896_at","GADL1"
"339906_at","PRSS42P"
"339942_at","H1-10-AS1"
"339965_at","CCDC158"
"339967_at","TMPRSS11A"
"339976_at","TRIML1"
"339977_at","LRRC66"
"339983_at","NAT8L"
"340024_at","SLC6A19"
"340061_at","STING1"
"340069_at","FAM170A"
"340075_at","ARSI"
"340120_at","ANKRD34B"
"340146_at","SLC35D3"
"340152_at_AB_1:37;45:46","ZC3H12D"
"340152_at_AB_38:44","ZC3H12D"
"340156_at","MYLK4"
"340168_at","DPPA5"
"340204_at","CLPSL1"
"340205_at","TREML1"
"340252_at","ZNF680"
"340260_at","UNCX"
"340267_at","COL28A1"
"340273_at","ABCB5"
"340277_at","FAM221A"
"340286_at","CFAP144P1"
"340348_at","TSPAN33"
"340351_at","AGBL3"
"340359_at","KLHL38"
"340371_at_AB_1:17","NRBP2"
"340371_at_AB_18:28","NRBP2"
"340385_at","ZNF517"
"340390_at","WDR97"
"340393_at","TMEM249"
"340419_at","RSPO2"
"340441_at","POTEA"
"340481_at","ZDHHC21"
"340485_at","ACER2"
"340526_at","RTL5"
"340527_at","NHSL2"
"340529_at","PABPC1L2A"
"340533_at","NEXMIF"
"340542_at","BEX5"
"340543_at","TCEAL5"
"340547_at","VSIG1"
"340554_at","ZC3H12B"
"340562_at","SATL1"
"340578_at","DCAF12L2"
"340595_at","RTL4"
"340596_at","LHFPL1"
"340602_at","EZHIP"
"340654_at","LIPM"
"340665_at","CYP26C1"
"340706_at","VWA2"
"340719_at","NANOS1"
"340745_at","LRIT2"
"340784_at","HMX3"
"340811_at","AKR1C8"
"340888_at","AKR1B10P1"
"340895_at","MALRD1"
"340980_at","OR52B6"
"341019_at","DCDC1"
"341032_at","POU2AF2"
"341116_at","MS4A10"
"341152_at","OR2AT4"
"341208_at","HEPHL1"
"341276_at","OR10A2"
"341277_at","OVCH2"
"341346_at","SMCO2"
"341350_at","OVCH1"
"341359_at","SYT10"
"341392_at","ACSM4"
"341405_at","ANKRD33"
"341416_at","OR6C2"
"341418_at","OR6C4"
"341567_at","H1-7"
"341568_at","OR8S1"
"341640_at","FREM2"
"341676_at","NEK5"
"341799_at","OR6S1"
"341880_at","SLC35F4"
"341947_at","COX8C"
"342035_at_AB_20:30","GLDN"
"342035_at_AB_1:19","GLDN"
"342125_at","TMC3"
"342132_at","ZNF774"
"342184_at","FMN1"
"342346_at","C16orf96"
"342357_at","ZKSCAN2"
"342371_at","ATXN1L"
"342372_at","PKD1L3"
"342510_at","CD300E"
"342527_at","SMTNL2"
"342538_at","NACA2"
"342574_at","KRT27"
"342618_at","SLFN14"
"342666_at","LRRC37A11P"
"342667_at","STAC2"
"342865_at","VSTM2B"
"342897_at","NCCRP1"
"342898_at","SYCN"
"342900_at","LEUTX"
"342908_at","ZNF404"
"342909_at","ZNF284"
"342926_at","ZNF677"
"342933_at","ZSCAN5B"
"342945_at","ZSCAN22"
"342977_at","NANOS3"
"342979_at","PALM3"
"343035_at","RD3"
"343066_at","AADACL4"
"343069_at","HNRNPCL1"
"343099_at","CCDC18"
"343169_at","OR6F1"
"343171_at","OR2W3"
"343263_at","MYBPHL"
"343406_at","OR10R2"
"343413_at","FCRL6"
"343450_at_AB_23:33","KCNT2"
"343450_at_AB_1:22","KCNT2"
"343472_at","BARHL2"
"343477_at","HSP90B3P"
"343505_at","NBPF7P"
"343521_at","DYNLT4"
"343637_at","RSPO4"
"343641_at","TGM6"
"343702_at","XKR7"
"343930_at","MSGN1"
"343990_at","CRACDL"
"344018_at","FIGLA"
"344022_at","NOTO"
"344148_at","NCKAP5"
"344167_at","FOXI3"
"344191_at","EVX2"
"344387_at","CDKL4"
"344558_at","SH3RF3"
"344561_at","GPR148"
"344657_at","LRRIQ4"
"344658_at","SAMD7"
"344752_at","AADACL2"
"344758_at","GPR149"
"344787_at","ZNF860"
"344805_at","TMPRSS7"
"344807_at","CD200R1L"
"344838_at","PAQR9"
"344892_at","RTP2"
"344901_at","OSTN"
"344905_at","ATP13A5"
"345062_at","PRSS48"
"345079_at","SOWAHB"
"345193_at","LRIT3"
"345222_at","MSANTD1"
"345274_at","SLC10A6"
"345275_at","HSD17B13"
"345456_at","PFN3"
"345462_at","ZNF879"
"345557_at","PLCXD3"
"345611_at","IRGM"
"345651_at","ACTBL2"
"345757_at","FAM174A"
"345778_at","MTX3"
"345895_at","RSPH4A"
"345930_at","ECT2L"
"346007_at","EYS"
"346157_at","ZNF391"
"346171_at","ZFP57"
"346288_at","SEPTIN14"
"346389_at","MACC1"
"346517_at","OR6V1"
"346525_at","OR2A12"
"346562_at","GNAT3"
"346606_at","MOGAT3"
"346653_at","GARIN1A"
"346673_at","STRA8"
"346689_at","KLRG2"
"347051_at","SLC10A5"
"347088_at","ADGRD2"
"347148_at","QRFP"
"347168_at","OR1J1"
"347169_at","OR1B1"
"347240_at","KIF24"
"347252_at","IGFBPL1"
"347273_at","CAVIN4"
"347344_at","ZNF81"
"347365_at","ITIH6"
"347404_at","LANCL3"
"347442_at","DCAF8L2"
"347454_at","SOWAHD"
"347468_at","OR13H1"
"347475_at","CCDC160"
"347487_at","CXorf66"
"347516_at","DGAT2L6"
"347517_at","RAB41"
"347527_at","ARSH"
"347730_at","LRRTM1"
"347731_at","LRRTM3"
"347732_at","CATSPER3"
"347733_at","TUBB2B"
"347734_at","SLC35B2"
"347735_at","SERINC2"
"347736_at","NME9"
"347741_at","OTOP3"
"347744_at","C6orf52"
"347853_at","TBX10"
"347862_at","GATD1"
"347902_at","AMIGO2"
"348013_at","TMEM255B"
"348021_at","LINC00442"
"348093_at","RBPMS2"
"348094_at","ANKDD1A"
"348110_at","ARPIN"
"348158_at","ACSM2B"
"348180_at","CTU2"
"348235_at","SKA2"
"348262_at","MCRIP1"
"348303_at","SELENOV"
"348327_at","ZNF530"
"348378_at","SHISAL2A"
"348487_at","FAM131C"
"348645_at","MIR3667HG"
"348654_at","GEN1"
"348793_at","WDR53"
"348801_at","LNP1"
"348807_at","CFAP100"
"348932_at","SLC6A18"
"348938_at_AB_1:11","NIPAL4"
"348938_at_AB_12:22","NIPAL4"
"348980_at","HCN1"
"348995_at","NUP43"
"349075_at","ZNF713"
"349136_at","WDR86"
"349149_at","GJC3"
"349152_at","DPY19L2P2"
"349565_at","NMNAT3"
"349633_at","PLET1"
"349667_at","RTN4RL2"
"350383_at","GPR142"
"352909_at","DNAAF3"
"352954_at","CASTOR3P"
"352999_at","C6orf58"
"353088_at","ZNF429"
"353091_at","RAET1G"
"353116_at","RILPL1"
"353131_at","LCE1A"
"353132_at","LCE1B"
"353133_at","LCE1C"
"353134_at","LCE1D"
"353135_at","LCE1E"
"353137_at","LCE1F"
"353139_at","LCE2A"
"353140_at","LCE2C"
"353141_at","LCE2D"
"353142_at","LCE3A"
"353143_at","LCE3B"
"353144_at","LCE3C"
"353145_at","LCE3E"
"353149_at","TBC1D26"
"353164_at","TAS2R42"
"353174_at","ZACN"
"353189_at","SLCO4C1"
"353219_at","KAAG1"
"353238_at","PADI6"
"353274_at","ZNF445"
"353288_at","KRT26"
"353299_at","RGSL1"
"353322_at","ANKRD37"
"353323_at","KRTAP12-2"
"353324_at","SPATA12"
"353332_at","KRTAP12-1"
"353333_at","KRTAP10-10"
"353345_at","GPR141"
"353355_at","ZNF233"
"353497_at","POLN"
"353500_at","BMP8A"
"353514_at","LILRA5"
"359710_at","BPIFB3"
"359822_at","KCNIP4-IT1"
"359845_at","RFLNB"
"359948_at_AB_11:55","IRF2BP2"
"359948_at_AB_1:10","IRF2BP2"
"360023_at","ZBTB41"
"360030_at","NANOGNB"
"360132_at","FKBP9P1"
"360200_at","TMPRSS9"
"360203_at","GLT6D1"
"360226_at","PRSS41"
"373156_at","GSTK1"
"373509_at","USP50"
